[run number],distancing?,house-capacity,mask-effectiveness,seats?,infectiousness,vaccinated-people,initialy-sick,number-people,exit?,mask?,time-of-closing,[step],overall-visitors,overall-infected,overall-sick
45,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,120,66,28
46,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,92,40,21
40,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,99,40,16
48,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,99,54,22
49,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,103,56,25
47,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,112,63,27
51,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,126,59,33
50,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,117,59,24
52,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,87,38,22
53,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,103,59,27
55,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,80,43,23
56,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,90,43,25
59,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,94,45,24
54,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,102,52,27
58,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,125,69,32
57,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,104,53,21
60,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,99,54,23
61,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,103,55,23
62,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,97,46,20
63,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,108,51,26
66,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,98,46,21
64,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,116,63,32
67,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,127,62,34
68,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,116,65,30
65,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,126,74,31
69,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,101,55,27
70,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,96,45,20
72,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,101,40,22
71,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,101,51,25
73,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,101,53,25
74,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,117,68,31
75,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,101,44,22
77,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,94,47,24
78,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,93,51,25
76,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,92,49,23
79,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,122,66,34
80,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,119,71,36
81,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,81,39,20
82,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,80,52,22
83,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,119,64,27
84,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,100,50,26
85,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,93,43,18
87,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,87,48,25
88,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,94,48,25
90,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,89,45,17
89,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,110,58,27
91,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,96,45,24
93,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,96,44,25
86,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,113,71,29
92,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,95,46,21
94,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,117,61,24
95,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,105,59,29
97,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,98,47,23
96,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,95,56,24
98,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,91,45,22
99,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,106,50,28
100,FALSE,110,65,TRUE,70,85,25,60,TRUE,FALSE,18,479,118,60,25
