[run number],distancing?,house-capacity,mask-effectiveness,seats?,infectiousness,vaccinated-people,initialy-sick,number-people,exit?,mask?,time-of-closing,[step],overall-visitors,overall-infected,overall-sick
36,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,81,1,22
33,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,102,2,26
37,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,103,5,24
38,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,112,5,26
39,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,104,1,24
40,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,101,2,23
41,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,68,1,20
42,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,116,5,26
43,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,101,6,28
45,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,113,4,22
46,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,94,4,26
47,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,94,0,24
44,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,84,5,18
48,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,83,3,20
49,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,105,10,26
50,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,112,6,24
51,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,115,4,31
52,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,93,3,28
56,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,87,1,24
53,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,109,4,29
54,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,100,2,25
55,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,74,3,21
57,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,111,6,28
59,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,90,3,25
58,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,120,5,28
60,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,92,2,24
61,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,85,0,20
62,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,111,6,28
63,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,115,4,29
65,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,91,2,24
67,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,89,4,21
66,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,106,5,27
68,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,87,2,20
69,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,91,4,22
64,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,134,17,39
71,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,95,5,21
70,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,102,2,23
72,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,95,5,26
74,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,73,3,18
73,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,107,7,27
75,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,88,1,24
76,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,100,4,24
78,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,104,3,24
80,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,101,4,25
79,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,115,7,28
81,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,80,2,19
77,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,143,12,37
82,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,105,5,26
83,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,105,3,25
84,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,99,2,25
85,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,114,4,27
87,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,110,3,26
86,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,115,7,28
88,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,102,2,24
91,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,88,2,20
90,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,112,2,22
92,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,73,1,18
89,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,105,7,28
94,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,85,1,23
93,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,108,7,29
95,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,98,8,24
97,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,100,4,21
96,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,101,4,29
98,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,102,6,26
99,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,101,3,29
100,TRUE,110,65,TRUE,70,85,25,60,TRUE,TRUE,18,479,118,8,34
